,Unnamed: 0,match_id,result,goals,team_id,team_name,team_rating,date,won_corners,att_sv_low_centre,won_contest,total_tackle,aerial_lost,possession_percentage,accurate_pass,total_pass,att_sv_low_right,total_throws,shot_off_target,total_offside,blocked_scoring_att,ontarget_scoring_att,att_miss_high_right,aerial_won,att_miss_high,att_miss_left,total_scoring_att,fk_foul_lost,att_miss_right,att_goal_low_left,att_sv_low_left,att_goal_low_centre,att_miss_high_left,att_sv_high_centre,att_goal_low_right,att_sv_high_right,att_sv_high_left,att_pen_goal,att_goal_high_right,att_goal_high_left,post_scoring_att,att_post_left,att_post_right,att_post_high,att_goal_high_centre,penalty_save
715,715,959886,3,2,30,Tottenham,7.2671428571428605,13/03/2016,8,4,8,21,13,62.5,475,574,2,22,6,2,5,8,2,9,0,1,19,6,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
716,716,959887,0,1,27,Watford,6.6,19/03/2016,9,0,14,19,23,52.1,327,454,0,29,4,2,1,4,3,24,1,0,9,10,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
717,717,959887,3,2,96,Stoke,7.00230769230769,19/03/2016,2,3,8,18,24,47.9,315,432,1,20,2,4,1,6,0,23,0,1,9,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
718,718,959888,1,2,14,Leicester,6.91571428571429,01/03/2016,11,2,11,23,27,65.0,375,488,0,26,11,1,7,4,1,26,2,1,22,10,3,1,1,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0
719,719,959888,1,2,175,West Bromwich Albion,6.7671428571428605,01/03/2016,3,0,7,14,26,35.0,168,273,1,27,6,4,2,3,1,27,2,2,11,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
720,720,959889,3,3,18,Southampton,7.053571428571429,09/04/2016,11,1,9,15,6,50.6,321,429,2,34,9,2,5,6,1,12,2,4,20,8,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
721,721,959889,0,1,23,Newcastle United,6.506428571428571,09/04/2016,2,1,7,20,12,49.4,331,426,0,15,1,1,1,3,0,6,0,1,5,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
722,722,959890,3,3,183,Bournemouth,7.0,12/03/2016,5,0,9,19,12,44.0,264,365,0,30,6,1,2,4,0,16,3,1,12,12,1,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0
723,723,959890,0,2,259,Swansea,6.710714285714281,12/03/2016,3,0,12,29,16,56.0,363,463,1,32,7,1,2,4,0,12,1,3,13,11,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
724,724,959891,0,0,175,West Bromwich Albion,6.562142857142861,19/03/2016,4,0,6,17,20,50.1,223,361,0,26,6,4,4,0,0,30,0,2,10,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
725,725,959891,3,1,168,Norwich,6.90142857142857,19/03/2016,3,0,11,20,30,49.9,231,363,0,31,4,2,2,1,0,20,1,1,7,13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
726,726,959892,0,1,168,Norwich,6.60769230769231,01/03/2016,4,0,15,13,10,47.0,346,447,1,27,7,3,4,2,0,12,2,1,13,17,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
727,727,959892,3,2,15,Chelsea,7.011428571428571,01/03/2016,4,0,13,22,12,53.0,427,520,0,14,4,2,4,2,1,10,1,2,10,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
728,728,959893,0,0,16,Sunderland,6.822142857142861,10/04/2016,1,1,14,35,20,44.8,229,339,0,35,8,2,6,1,3,29,2,1,15,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
729,729,959893,3,2,14,Leicester,7.407142857142861,10/04/2016,7,5,22,24,29,55.2,289,408,0,29,7,1,2,7,2,20,2,0,16,9,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
730,730,959894,3,1,14,Leicester,7.106153846153849,14/03/2016,8,0,6,21,23,49.9,357,458,0,33,3,0,6,1,0,26,1,1,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,731,959894,0,0,23,Newcastle United,6.698571428571429,14/03/2016,4,1,14,26,26,50.1,350,466,1,26,5,1,5,2,1,23,0,3,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,732,959895,3,4,13,Arsenal,7.7285714285714295,02/04/2016,8,2,8,13,19,69.0,681,773,2,8,4,1,3,12,0,13,1,1,19,7,0,1,2,2,1,1,0,1,0,0,0,1,1,0,0,1,0,0
733,733,959895,0,0,27,Watford,6.23642857142857,02/04/2016,3,0,2,20,13,31.0,233,328,2,16,3,3,1,3,0,19,0,2,7,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,734,959896,1,2,16,Sunderland,6.8471428571428605,01/03/2016,4,4,9,17,18,59.2,329,427,0,29,7,0,4,6,2,23,2,0,17,11,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,735,959896,1,2,162,Crystal Palace,6.72571428571429,01/03/2016,5,1,10,13,23,40.8,192,293,1,16,4,3,4,5,2,18,1,1,13,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
736,736,959897,3,1,259,Swansea,7.207142857142861,09/04/2016,1,1,9,26,11,39.3,308,403,3,17,3,1,3,6,0,12,1,1,12,15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
737,737,959897,0,0,15,Chelsea,6.387142857142861,09/04/2016,9,0,13,17,12,60.7,515,616,0,20,3,3,3,2,0,11,0,1,8,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
738,738,959898,1,1,26,Liverpool,6.92571428571429,11/05/2016,7,1,13,25,12,55.3,470,546,2,24,10,1,9,9,0,5,3,6,28,11,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0
739,739,959898,1,1,15,Chelsea,6.992857142857139,11/05/2016,3,2,20,23,5,44.7,363,446,2,21,3,2,3,7,0,12,0,2,13,12,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
740,740,959899,0,0,24,Aston Villa,6.158571428571429,02/04/2016,7,1,12,23,10,41.7,317,411,1,18,6,0,5,4,0,20,0,3,15,12,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
741,741,959899,3,4,15,Chelsea,7.41928571428571,02/04/2016,2,1,10,21,20,58.3,524,604,2,21,3,3,0,8,0,10,1,1,11,8,1,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
742,742,959900,3,1,29,West Ham,7.12,02/03/2016,6,1,11,19,24,34.9,151,266,0,33,6,7,5,3,2,18,2,1,14,10,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
743,743,959900,0,0,30,Tottenham,6.537857142857139,02/03/2016,3,0,4,32,18,65.1,368,502,0,29,6,2,0,3,2,24,0,1,9,11,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
744,744,959901,3,3,30,Tottenham,7.501428571428571,10/04/2016,2,1,12,27,10,47.0,281,395,0,28,7,3,1,8,0,11,1,3,16,10,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
745,745,959901,0,0,32,Manchester United,6.27642857142857,10/04/2016,7,1,8,24,11,53.0,320,442,0,28,1,3,3,1,0,10,0,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,746,959902,3,2,32,Manchester United,7.136428571428571,20/04/2016,10,6,11,29,9,66.3,563,633,0,20,3,3,3,10,1,9,0,2,16,13,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
747,747,959902,0,0,162,Crystal Palace,6.621428571428571,20/04/2016,2,0,14,23,9,33.7,247,321,0,26,1,1,4,0,0,9,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,748,959903,3,3,26,Liverpool,7.5157142857142905,02/03/2016,3,2,13,34,11,49.6,359,468,0,18,3,4,1,7,0,11,1,1,11,14,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
749,749,959903,0,0,167,Manchester City,6.428571428571429,02/03/2016,2,0,19,27,11,50.4,356,470,0,24,2,1,1,1,0,11,0,1,4,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,750,959904,1,1,27,Watford,6.682857142857139,09/04/2016,7,1,8,19,19,41.9,226,326,0,20,6,3,3,4,0,28,2,2,13,13,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
751,751,959904,1,1,31,Everton,6.664285714285719,09/04/2016,6,0,8,14,28,58.1,358,455,0,18,3,3,2,7,0,19,0,1,12,10,0,0,3,0,1,2,1,1,0,0,0,0,1,0,0,1,0,0
752,752,959905,3,1,32,Manchester United,6.99,02/03/2016,9,0,17,21,18,61.3,395,504,0,26,6,2,5,3,0,4,0,1,14,7,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
753,753,959905,0,0,27,Watford,6.62928571428571,02/03/2016,7,2,9,26,4,38.7,209,307,1,15,6,0,3,4,0,18,2,3,13,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,754,959906,1,3,29,West Ham,7.21166666666667,09/04/2016,7,1,11,19,14,39.3,276,355,2,20,7,2,5,7,0,14,1,3,19,11,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
755,755,959906,1,3,13,Arsenal,6.9307142857142905,09/04/2016,4,1,13,18,14,60.7,481,566,2,17,3,1,2,6,0,14,1,1,11,8,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
756,756,959907,1,1,13,Arsenal,6.911428571428571,17/04/2016,10,2,13,16,20,71.7,651,737,2,24,8,2,7,6,0,21,0,3,21,7,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
757,757,959907,1,1,162,Crystal Palace,6.65,17/04/2016,5,0,9,17,21,28.3,205,278,1,10,3,2,1,3,0,20,2,1,7,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
758,758,959908,0,1,183,Bournemouth,6.657857142857139,17/04/2016,5,3,5,22,8,51.3,404,503,1,29,5,2,8,5,0,16,2,0,18,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
759,759,959908,3,2,26,Liverpool,7.133571428571429,17/04/2016,4,2,13,21,16,48.7,398,492,2,31,9,3,4,6,2,8,1,2,19,9,1,1,0,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0
